Student ID,Gender,Education,Infrastructure,PlacementSupport,FacultySupport,Events,Fees,Sport Facility,DegreeYears,Churn
7520-HQWJU,Female,Good,Good,Good,Poor,Good,13000,Poor,4,No
9639-BUJXT,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
5924-SNGKP,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
0021-IKXGC,Female,Poor,Poor,Poor,Poor,Good,52885,Poor,4,No
2034-GDRCN,Female,Poor,Poor,Poor,Poor,Poor,52885,Good,4,Yes
8966-SNIZF,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
6243-OZGFH,Female,Poor,Poor,Poor,Poor,Poor,52885,Good,4,No
4654-DLAMQ,Female,Good,Good,Good,Poor,Poor,13000,Good,4,No
0513-RBGPE,Male,Good,Poor,Good,Good,Good,13000,Poor,4,No
5160-UXJED,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
4115-NZRKS,Female,Poor,Poor,Poor,Poor,Poor,52885,Good,4,No
0219-YTZUE,Male,Poor,Good,Good,Poor,Good,13000,Poor,4,Yes
0623-IIHUG,Female,Good,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
4572-DVCGN,Female,Poor,Poor,Poor,Poor,Poor,52885,Good,4,Yes
3351-NGXYI,Female,Good,Poor,Poor,Poor,Good,52885,Poor,4,No
8984-EYLLL,Male,Poor,Good,Poor,Good,Good,52885,Good,4,No
9057-MSWCO,Male,Good,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
9833-TGFHX,Male,Good,Poor,Poor,Poor,Good,52885,Good,4,No
9294-TDIPC,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
5229-DTFYB,Female,Poor,Good,Poor,Good,Poor,52885,Good,4,No
0104-PPXDV,Male,Poor,Poor,Good,Poor,Poor,13000,Poor,4,No
5176-LMJXE,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
3583-KRKMD,Male,Poor,Poor,Poor,Good,Poor,52885,Poor,4,No
1010-DIAUQ,Male,Poor,Poor,Good,Poor,Poor,13000,Good,4,Yes
9069-LGEUL,Male,Good,Poor,Poor,Poor,Poor,52885,Good,4,No
7302-ZHMHP,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
9571-EDEBV,Male,Poor,Poor,Good,Poor,Good,13000,Good,4,No
3520-FJGCV,Male,Good,Good,Good,Good,Good,13000,Good,4,No
6563-VRERX,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
0259-GBZSH,Male,Poor,Poor,Poor,Poor,Good,52885,Poor,4,Yes
6122-EFVKN,Male,Good,Poor,Poor,Good,Poor,52885,Poor,4,No
2805-EDJPQ,Female,Poor,Good,Good,Good,Good,13000,Good,4,No
6862-CQUMB,Male,Poor,Good,Poor,Poor,Poor,52885,Good,4,No
7156-MXBJE,Female,Poor,Good,Good,Good,Good,13000,Good,4,No
6158-HDPXZ,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
9601-BRXPO,Female,Poor,Poor,Good,Good,Good,13000,Good,4,Yes
2863-IMQDR,Female,Good,Good,Good,Good,Good,13000,Good,4,No
5686-CMAWK,Male,Poor,Poor,Good,Good,Good,13000,Poor,4,No
5651-CRHKQ,Female,Poor,Good,Good,Good,Poor,13000,Poor,4,No
6905-NIQIN,Male,Poor,Good,Poor,Poor,Poor,52885,Poor,4,Yes
8204-YJCLA,Male,Good,Good,Good,Good,Poor,13000,Good,4,No
5167-ZFFMM,Male,Poor,Good,Poor,Poor,Good,52885,Good,4,Yes
6583-SZVGP,Male,Poor,Good,Good,Poor,Good,13000,Good,4,No
4895-TMWIR,Male,Good,Good,Good,Good,Poor,4000,Good,4,Yes
0533-BNWKF,Female,Poor,Good,Good,Poor,Good,13000,Poor,4,Yes
1708-PBBOA,Female,Good,Good,Good,Good,Poor,13000,Good,4,No
8782-LKFPK,Male,Poor,Poor,Good,Poor,Good,13000,Good,4,No
5522-JBWMO,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
3597-MVHJT,Female,Poor,Poor,Poor,Poor,Good,52885,Good,4,No
9774-NRNAU,Male,Poor,Good,Good,Good,Good,13000,Good,4,No
0224-RLWWD,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
9967-ATRFS,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
3951-NJCVI,Female,Poor,Poor,Poor,Poor,Good,52885,Good,4,No
2977-CEBSX,Female,Good,Good,Good,Good,Good,13000,Good,4,No
0177-PXBAT,Male,Good,Poor,Good,Good,Good,13000,Good,4,No
6599-CEBNN,Female,Poor,Good,Poor,Poor,Poor,52885,Poor,4,Yes
2519-ERQOJ,Male,Poor,Poor,Good,Good,Poor,13000,Good,4,No
5876-QMYLD,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
2277-AXSDC,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
9442-JTWDL,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
0979-PHULV,Male,Poor,Poor,Good,Poor,Good,13000,Good,4,Yes
3067-SVMTC,Female,Good,Poor,Poor,Good,Poor,52885,Poor,4,No
5495-GPSRW,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
7606-BPHHN,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
4742-DRORA,Male,Good,Poor,Good,Poor,Good,13000,Poor,4,No
0111-KLBQG,Male,Poor,Good,Poor,Poor,Poor,52885,Good,4,No
4800-VHZKI,Female,Good,Good,Good,Good,Poor,4000,Good,4,Yes
7989-CHGTL,Male,Good,Good,Good,Good,Poor,4000,Good,4,Yes
0334-GDDSO,Male,Poor,Good,Poor,Poor,Good,52885,Poor,4,Yes
4163-NCJAK,Female,Good,Good,Good,Good,Good,4000,Good,4,No
5233-AOZUF,Female,Poor,Poor,Poor,Poor,Good,52885,Poor,4,No
5973-EJGDP,Male,Poor,Good,Good,Good,Good,13000,Poor,4,No
1996-DBMUS,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
7916-VCCPB,Female,Poor,Good,Poor,Poor,Poor,52885,Poor,4,No
4686-GEFRM,Male,Poor,Good,Good,Good,Good,13000,Good,4,No
5249-QYHEX,Female,Good,Good,Good,Good,Good,4000,Good,4,No
0578-SKVMF,Female,Poor,Good,Poor,Poor,Poor,52885,Good,4,Yes
5564-NEMQO,Female,Poor,Poor,Good,Poor,Poor,13000,Poor,4,Yes
2233-FAGXV,Female,Good,Good,Good,Good,Good,4000,Good,4,No
5605-IYGFG,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
7663-ZTEGJ,Male,Poor,Good,Good,Good,Good,13000,Good,4,No
3935-TBRZZ,Male,Good,Good,Good,Good,Good,4000,Good,4,No
8111-BKVDS,Female,Good,Good,Good,Poor,Poor,13000,Poor,4,No
2055-SIFSS,Female,Poor,Poor,Poor,Poor,Good,52885,Poor,4,No
2806-MLNTI,Male,Poor,Good,Good,Poor,Good,13000,Good,4,No
8734-DKSTZ,Female,Poor,Poor,Poor,Poor,Good,52885,Good,4,No
4360-PNRQB,Male,Poor,Poor,Poor,Poor,Good,52885,Poor,4,No
6152-ONASV,Female,Good,Poor,Poor,Good,Good,52885,Poor,4,No
9063-ZGTUY,Female,Good,Good,Good,Good,Poor,4000,Good,4,Yes
7781-HVGMK,Female,Good,Good,Good,Good,Poor,13000,Good,4,No
2181-UAESM,Male,Good,Poor,Good,Poor,Poor,13000,Poor,4,No
2957-LOLHO,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
6048-NJXHX,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
2320-SLKMB,Female,Poor,Poor,Good,Good,Poor,13000,Poor,4,No
4980-URKXC,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
4376-KFVRS,Male,Good,Good,Good,Good,Good,13000,Good,4,No
5886-VLQVU,Male,Poor,Poor,Poor,Good,Good,52885,Good,4,No
3577-AMVUX,Male,Poor,Poor,Good,Good,Poor,13000,Poor,4,No
0771-WLCLA,Female,Good,Poor,Good,Good,Good,13000,Good,4,No
5628-RKIFK,Female,Good,Poor,Poor,Poor,Good,52885,Good,4,No
0206-TBWLC,Female,Good,Good,Good,Good,Good,13000,Good,4,No
2937-FTHUR,Female,Good,Poor,Poor,Poor,Good,52885,Good,4,No
1910-FMXJM,Female,Poor,Poor,Poor,Poor,Poor,52885,Good,4,No
7752-XUSCI,Female,Poor,Good,Good,Poor,Good,13000,Good,4,Yes
4110-PFEUZ,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
0732-OCQOC,Female,Good,Good,Good,Good,Good,4000,Good,4,No
5168-MSWXT,Male,Poor,Poor,Good,Poor,Poor,13000,Good,4,No
1090-ESELR,Male,Good,Good,Poor,Good,Poor,52885,Good,4,No
8592-PLTMQ,Female,Good,Good,Good,Good,Good,4000,Good,4,No
5760-WRAHC,Female,Good,Poor,Good,Good,Poor,13000,Good,4,No
8847-GEOOQ,Male,Poor,Good,Good,Good,Poor,13000,Good,4,No
0256-LTHVJ,Female,Poor,Poor,Poor,Poor,Poor,52885,Good,4,Yes
4785-FCIFB,Female,Good,Good,Good,Good,Good,4000,Good,4,No
8313-NDOIA,Female,Poor,Good,Good,Poor,Good,13000,Good,4,No
5149-CUZUJ,Male,Poor,Good,Good,Good,Poor,13000,Poor,4,No
0942-KOWSM,Female,Poor,Good,Good,Good,Poor,13000,Good,4,No
4237-CLSMM,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
1452-VOQCH,Male,Poor,Poor,Poor,Poor,Good,52885,Poor,4,No
4719-UMSIY,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
6614-VBEGU,Female,Poor,Good,Poor,Poor,Poor,52885,Good,4,No
0880-TKATG,Male,Poor,Poor,Good,Poor,Good,13000,Good,4,Yes
3811-VBYBZ,Male,Poor,Good,Poor,Poor,Good,52885,Good,4,Yes
1480-BKXGA,Male,Good,Good,Good,Good,Good,13000,Good,4,No
2996-XAUVF,Male,Poor,Poor,Poor,Good,Poor,52885,Good,4,No
9076-AXYIK,Male,Poor,Poor,Good,Good,Good,13000,Good,4,No
5968-XQIVE,Male,Poor,Good,Poor,Poor,Good,52885,Poor,4,No
8896-RAZCR,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
4640-UHDOS,Female,Poor,Poor,Poor,Poor,Poor,52885,Good,4,Yes
4933-IKULF,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
3583-EKAPL,Male,Poor,Poor,Poor,Poor,Poor,52885,Good,4,Yes
1304-BCCFO,Male,Poor,Poor,Good,Poor,Poor,13000,Good,4,No
4104-PVRPS,Male,Good,Poor,Poor,Good,Poor,52885,Poor,4,No
9399-APLBT,Female,Poor,Good,Poor,Poor,Poor,52885,Poor,4,Yes
2359-KMGLI,Male,Poor,Good,Poor,Poor,Good,52885,Poor,4,Yes
3780-DDGSE,Male,Poor,Good,Poor,Good,Poor,52885,Good,4,No
4431-EDMIQ,Female,Good,Good,Good,Good,Poor,13000,Poor,4,No
0306-JAELE,Male,Poor,Poor,Poor,Good,Poor,52885,Good,4,Yes
6227-HWPWX,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
0486-LGCCH,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
0447-BEMNG,Female,Good,Poor,Good,Poor,Poor,13000,Good,4,Yes
4612-SSVHJ,Female,Poor,Poor,Poor,Poor,Poor,52885,Good,4,No
5168-MQQCA,Female,Poor,Good,Good,Good,Good,13000,Good,4,No
5949-XIKAE,Female,Poor,Good,Poor,Poor,Poor,52885,Poor,4,Yes
7971-HLVXI,Male,Poor,Poor,Poor,Poor,Good,52885,Good,4,No
9094-AZPHK,Female,Poor,Good,Poor,Poor,Good,52885,Good,4,No
3649-JPUGY,Male,Poor,Good,Good,Good,Good,13000,Good,4,No
4472-LVYGI,Female,Good,Poor,Good,Good,Poor,13000,Poor,4,No
8372-JUXUI,Male,Poor,Poor,Poor,Poor,Good,52885,Poor,4,Yes
3552-CTCYF,Male,Poor,Good,Good,Poor,Good,13000,Good,4,No
6778-YSNIH,Female,Poor,Good,Poor,Poor,Poor,52885,Poor,4,No
0388-EOPEX,Female,Good,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
5756-OZRIO,Male,Poor,Good,Poor,Poor,Good,52885,Good,4,No
6579-JPICP,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
8205-OTCHB,Male,Poor,Good,Good,Poor,Poor,13000,Good,4,Yes
4134-BSXLX,Male,Good,Good,Poor,Good,Poor,52885,Poor,4,No
0505-SPOOW,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
6235-VDHOM,Female,Poor,Good,Poor,Poor,Poor,52885,Poor,4,Yes
7783-YKGDV,Female,Good,Good,Good,Poor,Good,13000,Good,4,Yes
4374-YMUSQ,Male,Good,Good,Good,Good,Good,13000,Good,4,No
4513-CXYIX,Female,Good,Poor,Poor,Poor,Good,52885,Poor,4,No
3957-HHLMR,Female,Good,Poor,Poor,Poor,Good,52885,Good,4,No
7803-XOCCZ,Female,Good,Poor,Good,Good,Poor,13000,Poor,4,No
5736-YEJAX,Male,Good,Good,Good,Good,Good,13000,Poor,4,No
5609-CEBID,Female,Poor,Good,Good,Poor,Good,13000,Good,4,Yes
8981-FJGLA,Male,Poor,Poor,Good,Poor,Good,13000,Poor,4,No
7218-HKQFK,Male,Poor,Poor,Poor,Good,Poor,52885,Good,4,Yes
4636-QRJKY,Female,Poor,Poor,Poor,Good,Good,52885,Poor,4,Yes
1135-LMECX,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
4332-MUOEZ,Male,Good,Poor,Good,Good,Poor,13000,Good,4,No
8535-SFUTN,Male,Good,Poor,Good,Poor,Good,13000,Good,4,No
5956-VKDTT,Female,Poor,Poor,Poor,Poor,Good,52885,Poor,4,Yes
8677-HDZEE,Female,Poor,Good,Poor,Good,Good,52885,Good,4,No
2475-MROZF,Male,Good,Good,Good,Good,Good,13000,Poor,4,No
9412-GHEEC,Male,Poor,Poor,Good,Good,Good,13000,Good,4,Yes
3482-ABPKK,Female,Good,Poor,Poor,Good,Poor,52885,Poor,4,No
6705-LXORM,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
0257-ZESQC,Female,Good,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
7531-GQHME,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
5174-ITUMV,Male,Poor,Good,Good,Poor,Good,13000,Good,4,No
4109-CYRBD,Male,Poor,Poor,Poor,Poor,Good,52885,Poor,4,No
0913-XWSCN,Male,Poor,Poor,Poor,Poor,Good,52885,Good,4,No
6825-UYPFK,Female,Poor,Poor,Poor,Poor,Good,52885,Poor,4,Yes
8397-MVTAZ,Male,Poor,Poor,Good,Poor,Good,13000,Good,4,Yes
0750-EBAIU,Male,Good,Poor,Good,Poor,Poor,13000,Poor,4,No
8606-CIQUL,Male,Good,Good,Good,Good,Good,13000,Good,4,No
3571-DPYUH,Male,Poor,Good,Poor,Good,Good,52885,Poor,4,No
7601-GNDYK,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
0356-OBMAC,Female,Poor,Good,Good,Good,Good,13000,Poor,4,No
8067-NIOYM,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
1403-GYAFU,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
4234-XTNEA,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
1297-VQDRP,Male,Poor,Poor,Good,Good,Good,13000,Good,4,No
9282-IZGQK,Female,Poor,Poor,Poor,Poor,Good,52885,Good,4,Yes
5348-CAGXB,Male,Poor,Poor,Good,Poor,Good,13000,Poor,4,No
0621-HJWXJ,Female,Poor,Good,Poor,Poor,Good,52885,Poor,4,No
5844-QVTAT,Female,Good,Good,Good,Poor,Poor,13000,Poor,4,No
8905-IAZPF,Female,Poor,Good,Poor,Poor,Poor,52885,Good,4,No
5394-MEITZ,Female,Poor,Good,Good,Good,Poor,13000,Good,4,No
6859-QNXIQ,Female,Good,Good,Good,Good,Good,13000,Good,4,No
2782-LFZVW,Female,Poor,Poor,Poor,Poor,Good,52885,Good,4,No
2866-IKBTM,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
1342-JPNKI,Male,Poor,Poor,Poor,Poor,Good,52885,Poor,4,Yes
2817-NTQDO,Male,Good,Poor,Poor,Good,Poor,52885,Poor,4,Yes
7129-AZJDE,Male,Poor,Poor,Poor,Poor,Poor,52885,Good,4,No
6986-IJDHX,Male,Poor,Good,Poor,Poor,Poor,52885,Poor,4,Yes
2560-PPCHE,Female,Poor,Good,Poor,Good,Good,52885,Good,4,No
4676-MQUEA,Male,Good,Good,Good,Poor,Good,13000,Poor,4,No
8138-EALND,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
3580-HYCSP,Male,Good,Good,Good,Poor,Good,13000,Good,4,No
1352-HNSAW,Female,Good,Good,Good,Good,Good,13000,Good,4,No
2075-PUEPR,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
1982-FEBTD,Female,Good,Good,Good,Good,Good,4000,Good,4,No
5301-GAUUY,Male,Poor,Good,Poor,Poor,Good,52885,Poor,4,Yes
5791-KAJFD,Female,Good,Poor,Good,Poor,Good,13000,Good,4,No
2654-VBVPB,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
1154-HYWWO,Male,Good,Good,Poor,Good,Poor,52885,Poor,4,No
2501-XWWTZ,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
3716-UVSPD,Male,Poor,Poor,Poor,Good,Poor,52885,Poor,4,No
6815-ABQFQ,Male,Poor,Good,Poor,Good,Good,52885,Good,4,No
7343-EOBEU,Male,Good,Good,Good,Good,Good,4000,Good,4,No
3701-SFMUH,Male,Good,Poor,Poor,Poor,Poor,52885,Good,4,No
6103-LIANB,Male,Poor,Poor,Good,Poor,Good,13000,Good,4,No
7319-VENRZ,Male,Poor,Poor,Good,Good,Poor,13000,Poor,4,No
5846-NEQVZ,Male,Good,Poor,Good,Good,Poor,13000,Good,4,No
6967-QIQRV,Male,Good,Poor,Poor,Good,Poor,52885,Good,4,No
5781-RFZRP,Male,Good,Good,Poor,Good,Good,52885,Poor,4,No
0939-YAPAF,Female,Poor,Poor,Good,Poor,Good,13000,Good,4,Yes
0308-IVGOK,Female,Poor,Good,Good,Good,Poor,13000,Poor,4,No
7293-LSCDV,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
7025-WCBNE,Male,Poor,Good,Poor,Good,Good,52885,Poor,4,No
5756-JYOJT,Female,Poor,Poor,Good,Good,Poor,13000,Good,4,No
4710-FDUIZ,Male,Poor,Good,Poor,Poor,Good,52885,Good,4,Yes
6030-REHUX,Female,Poor,Good,Good,Good,Good,13000,Good,4,No
9548-LIGTA,Male,Good,Good,Poor,Good,Poor,52885,Good,4,No
5150-LJNSR,Male,Good,Poor,Good,Poor,Good,13000,Poor,4,No
8270-RKSAP,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
6522-YRBXD,Male,Good,Good,Poor,Poor,Good,52885,Good,4,No
2640-LYMOV,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
1218-VKFPE,Female,Good,Good,Good,Good,Poor,4000,Good,4,Yes
3627-FHKBK,Female,Good,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
2865-TCHJW,Female,Poor,Poor,Good,Poor,Good,13000,Poor,4,Yes
1423-BMPBQ,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
2393-DIVAI,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
5192-EBGOV,Female,Poor,Poor,Poor,Poor,Good,52885,Poor,4,Yes
4568-KNYWR,Male,Good,Good,Poor,Poor,Poor,52885,Poor,4,No
8752-IMQOS,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
0742-LAFQK,Male,Good,Good,Good,Poor,Good,13000,Good,4,No
0795-LAFGP,Male,Good,Good,Good,Good,Good,13000,Good,4,No
0619-OLYUR,Male,Good,Poor,Good,Good,Good,13000,Good,4,No
5512-IDZEI,Male,Good,Good,Good,Good,Good,4000,Good,4,No
0459-SPZHJ,Male,Good,Good,Good,Poor,Good,13000,Good,4,No
0215-BQKGS,Male,Good,Good,Good,Poor,Poor,13000,Poor,4,No
9244-ZVAPM,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
0719-SYFRB,Female,Good,Poor,Good,Good,Good,13000,Poor,4,Yes
8208-EUMTE,Male,Good,Good,Good,Good,Poor,13000,Poor,4,No
5172-MIGPM,Male,Poor,Poor,Poor,Good,Good,52885,Good,4,No
1710-RCXUS,Male,Poor,Good,Poor,Poor,Good,52885,Good,4,No
0374-FIUCA,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
5839-SUYVZ,Male,Poor,Poor,Poor,Good,Poor,52885,Poor,4,No
5173-ZXXXL,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
1096-ADRUX,Female,Poor,Poor,Poor,Poor,Good,52885,Poor,4,No
2001-MCUUW,Male,Poor,Good,Good,Good,Good,13000,Good,4,No
2731-GJRDG,Female,Good,Poor,Good,Good,Good,13000,Good,4,No
4723-BEGSG,Male,Good,Poor,Good,Good,Good,13000,Good,4,No
6516-NKQBO,Male,Good,Poor,Good,Good,Poor,13000,Good,4,No
8672-OAUPW,Male,Poor,Poor,Poor,Good,Poor,52885,Poor,4,No
8207-DMRVL,Male,Good,Good,Good,Good,Good,13000,Good,4,No
3419-SNJJD,Female,Good,Poor,Good,Poor,Good,13000,Good,4,Yes
6543-CPZMK,Male,Poor,Good,Poor,Poor,Poor,52885,Poor,4,Yes
4765-OXPPD,Female,Good,Good,Good,Good,Poor,13000,Poor,4,Yes
2804-ETQDK,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
6689-VRRTK,Female,Good,Good,Good,Poor,Good,13000,Good,4,No
7138-GIRSH,Male,Poor,Poor,Good,Good,Good,13000,Good,4,No
9396-ZSFLL,Female,Poor,Poor,Poor,Poor,Good,52885,Poor,4,No
6464-KEXXH,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
7134-MJPDY,Female,Poor,Poor,Good,Good,Good,13000,Good,4,No
5240-CAOYT,Female,Good,Good,Poor,Good,Good,52885,Poor,4,No
4059-IIEBK,Female,Poor,Good,Poor,Poor,Good,52885,Poor,4,No
4881-JVQOD,Male,Poor,Poor,Poor,Poor,Poor,52885,Good,4,No
0516-UXRMT,Female,Good,Good,Good,Poor,Good,13000,Poor,4,No
4851-BQDNX,Male,Poor,Poor,Good,Poor,Poor,13000,Poor,4,No
5148-HKFIR,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
1009-IRMNA,Female,Good,Good,Good,Good,Poor,4000,Good,4,Yes
3003-CMDUU,Female,Poor,Poor,Poor,Good,Poor,52885,Good,4,No
5016-IBERQ,Male,Poor,Good,Good,Poor,Good,13000,Poor,4,No
6797-UCJHZ,Female,Poor,Good,Good,Poor,Good,13000,Good,4,No
2469-DTSGX,Female,Poor,Good,Good,Good,Good,13000,Good,4,No
4554-YGZIH,Male,Poor,Good,Poor,Poor,Good,52885,Good,4,Yes
5099-BAILX,Male,Poor,Good,Good,Good,Good,13000,Good,4,Yes
9931-KGHOA,Female,Good,Poor,Poor,Poor,Good,52885,Poor,4,No
1775-KWJKQ,Male,Good,Good,Good,Good,Good,13000,Good,4,No
7665-VIGUD,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
9411-TPQQV,Female,Good,Poor,Poor,Good,Poor,52885,Good,4,No
7207-RMRDB,Female,Poor,Good,Good,Poor,Good,13000,Good,4,Yes
7954-MLBUN,Male,Poor,Poor,Good,Good,Poor,13000,Good,4,No
2077-DDHJK,Female,Good,Good,Good,Good,Good,13000,Poor,4,No
4913-EHYUI,Male,Good,Poor,Good,Poor,Good,13000,Good,4,Yes
0195-IESCP,Male,Poor,Poor,Poor,Poor,Good,52885,Good,4,Yes
9574-BOSMD,Male,Good,Good,Good,Good,Good,4000,Good,4,No
4580-TMHJU,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
0970-ETWGE,Male,Poor,Poor,Poor,Poor,Poor,52885,Good,4,Yes
4908-XAXAY,Female,Poor,Good,Good,Poor,Poor,13000,Good,4,No
8404-VLQFB,Female,Good,Good,Good,Good,Good,4000,Good,4,No
1626-ERCMM,Male,Poor,Poor,Poor,Poor,Good,52885,Good,4,Yes
0887-HJGAR,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
2391-IPLOP,Male,Poor,Poor,Good,Good,Good,13000,Poor,4,No
5644-PDMZC,Female,Poor,Good,Poor,Poor,Good,52885,Good,4,Yes
3509-GWQGF,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
9576-ANLXO,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
2024-BASKD,Female,Poor,Poor,Good,Poor,Poor,13000,Poor,4,Yes
5845-BZZIB,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
1140-UKVZG,Female,Good,Good,Good,Good,Good,4000,Good,4,No
4160-AMJTL,Female,Good,Good,Good,Good,Poor,4000,Good,4,Yes
5183-SNMJQ,Male,Poor,Poor,Poor,Good,Poor,52885,Good,4,No
8100-PNJMH,Male,Good,Good,Good,Good,Good,13000,Good,4,No
7838-LAZFO,Male,Good,Good,Good,Poor,Poor,13000,Good,4,No
4464-JCOLN,Male,Good,Good,Good,Good,Poor,4000,Good,4,Yes
2085-JVGAD,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
5650-VDUDS,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
8095-WANWK,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
3030-ZKIWL,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
9565-FLVCG,Male,Good,Good,Poor,Poor,Good,52885,Good,4,No
8755-OGKNA,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
2800-VEQXM,Female,Poor,Poor,Good,Poor,Poor,13000,Poor,4,No
7538-GWHML,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
5533-RJFTJ,Male,Poor,Poor,Good,Poor,Poor,13000,Poor,4,No
3859-CVCET,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
0214-JHPFW,Female,Poor,Good,Good,Good,Poor,13000,Good,4,No
5642-MHDQT,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
3088-FVYWK,Male,Good,Good,Good,Good,Good,4000,Good,4,No
3276-HDUEG,Female,Poor,Poor,Poor,Poor,Good,52885,Poor,4,Yes
9092-GDZKO,Male,Good,Good,Good,Good,Good,4000,Good,4,No
0823-HSCDJ,Male,Poor,Good,Poor,Poor,Poor,52885,Good,4,Yes
3729-OWRVL,Male,Good,Poor,Good,Good,Good,13000,Good,4,No
2324-AALPoor,Female,Good,Good,Good,Good,Good,4000,Good,4,No
0822-GAVAP,Female,Poor,Poor,Poor,Poor,Poor,52885,Good,4,Yes
5760-IFJOZ,Male,Poor,Good,Good,Poor,Good,13000,Good,4,No
2826-UWHIS,Male,Poor,Good,Poor,Poor,Good,52885,Poor,4,No
1448-PWKYE,Male,Poor,Poor,Poor,Poor,Poor,52885,Good,4,Yes
7501-IWUNG,Female,Poor,Poor,Good,Good,Poor,13000,Good,4,No
4957-TREIR,Male,Good,Poor,Poor,Good,Poor,52885,Poor,4,No
7251-LJBQN,Female,Poor,Poor,Good,Good,Good,13000,Good,4,No
8040-MNRTF,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
1536-HBSWP,Female,Poor,Poor,Poor,Good,Poor,52885,Poor,4,No
5313-FPXWG,Male,Good,Good,Good,Good,Good,4000,Good,4,No
